Word_Corpus_All_Picturebooks,Lemma,Freq_Raw,Word_Narrative_Picturebooks,Lemma,Freq_Raw,Word_Informational_Picturebooks,Lemma,Freq_Raw
cowg,cowg,1,chak,chak,1,,,
thot,thot,1,chaka,chaka,1,,,
empowering,empower,1,ohohoho,ohohoho,1,,,
mbit,mbit,1,polbear,polbear,1,,,
sternley,sternley,1,momumies,momumies,1,,,
torto,torto,1,squax,squax,1,,,
remit,remit,1,fishmonger,fishmonger,1,,,
anemmones,anemmone,1,hedock,hedock,1,,,
poetically,poetically,1,macarol,macarol,1,,,
sankey,sankey,1,handbags,handbag,1,,,
brickbats,brickbat,1,tato,tato,1,,,
bureaucrats,bureaucrat,1,lal,lal,1,,,
lenco,lenco,1,squeakity,squeakity,1,,,
meoww,meoww,1,beefed,beefed,1,,,
walab,walab,1,soons,soon,1,,,
taurtis,taurtis,1,cheapep,cheapep,1,,,
capitals,capital,1,hehe,hehe,1,,,
plonked,plonk,1,birthing,birthing,1,,,
christelo,christelo,1,birthark,birthark,1,,,
fenn,fenn,1,doorork,doorork,1,,,
devastated,devastate,1,celebramos,celebramo,1,,,
flatness,flatness,1,cubano,cubano,1,,,
fuch,fuch,1,tuber,tuber,1,,,
mests,mest,1,mooooing,mooooing,1,,,
tipa,tipa,1,ako,ako,1,,,
hedg,hedg,1,exaggerated,exaggerated,1,,,
cboard,cboard,1,wallers,waller,1,,,
haskins,haskins,1,pembro,pembro,1,,,
aristocrat,aristocrat,1,windowless,windowless,1,,,
choom,choom,1,bleating,bleating,1,,,
brambl,brambl,1,mommmm,mommmm,1,,,
mojo,mojo,1,guatemalan,guatemalan,1,,,
smooshes,smooshe,1,crrrrracketty,crrrrracketty,1,,,
fffffpppt,fffffpppt,1,crackin,crackin,1,,,
sidled,sidle,1,delving,delve,1,,,
trat,trat,1,uncertainty,uncertainty,1,,,
skos,skos,1,bulaga,bulaga,1,,,
shabon,shabon,1,kikaboo,kikaboo,1,,,
bananarama,bananarama,1,saporro,saporro,1,,,
majorettes,majorette,1,akao,akao,1,,,
occurring,occur,1,princessa,princessa,1,,,
regrown,regrown,1,nicaragua,nicaragua,1,,,
gooped,goope,1,bien,bien,1,,,
arrowhead,arrowhead,1,pronunciation,pronunciation,1,,,
emphasized,emphasize,1,colores,colore,1,,,
workk,workk,1,falda,falda,1,,,
flyaway,flyaway,1,caballero,caballero,1,,,
insert,insert,1,lalo,lalo,1,,,
frin,frin,1,panameÃ±o,panameÃ±o,1,,,
beefer,beefer,1,colombian,colombian,1,,,
nightlife,nightlife,1,honduras,honduras,1,,,
dinty,dinty,1,nicaraguan,nicaraguan,1,,,
gisele,gisele,1,teresita,teresita,1,,,
grayling,grayling,1,chilena,chilena,1,,,
defied,defy,1,salvadoreÃ±a,salvadoreÃ±a,1,,,
asaluta,asaluta,1,peggies,peggie,1,,,
snell,snell,1,liberis,liberis,1,,,
dressup,dressup,1,quiche,quiche,1,,,
whetting,whet,1,alow,alow,1,,,
tusa,tusa,1,yew,yew,1,,,
tostikova,tostikova,1,apical,apical,1,,,
sobo,sobo,1,px,px,1,,,
frothed,froth,1,colie,colie,1,,,
propelling,propel,1,sharkbach,sharkbach,1,,,
childlike,childlike,1,sarp,sarp,1,,,
sans,sans,1,meowwwww,meowwwww,1,,,
trisha,trisha,1,buildt,buildt,1,,,
glitteriest,glitteri,1,catpack,catpack,1,,,
kauffeld,kauffeld,1,meowwwwwwww,meowwwwwwww,1,,,
pondy,pondy,1,cowby,cowby,1,,,
facetiming,facetiming,1,firebells,firebell,1,,,
ohmygoshohmygoshohmygoshohmy,ohmygoshohmygoshohmygoshohmy,1,momentos,momentos,1,,,
garble,garble,1,parasaur,parasaur,1,,,
worest,wor,1,wew,wew,1,,,
slurred,slur,1,heiz,heiz,1,,,
poochies,poochie,1,pretel,pretel,1,,,
ripely,ripely,1,spal,spal,1,,,
unemployed,unemployed,1,heartburn,heartburn,1,,,
discolored,discolored,1,stealth,stealth,1,,,
discontinued,discontinue,1,chipo,chipo,1,,,
spping,spping,1,seers,seer,1,,,
discard,discard,1,destruct,destruct,1,,,
warehouses,warehouse,1,deactivated,deactivate,1,,,
envisioned,envision,1,intel,intel,1,,,
citrus,citrus,1,pst,pst,1,,,
rotties,rottie,1,patriotism,patriotism,1,,,
clamor,clamor,1,chaebi,chaebi,1,,,
rugw,rugw,1,delegate,delegate,1,,,
waupun,waupun,1,mn,mn,1,,,
hengel,hengel,1,crp,crp,1,,,
pancy,pancy,1,ander,ander,1,,,
beone,beone,1,platypuses,platypus,1,,,
homecooked,homecooked,1,manila,manila,1,,,
banking,banking,1,bets,bet,1,,,
sardin,sardin,1,hooy,hooy,1,,,
fetuccini,fetuccini,1,eard,eard,1,,,
cosmonauts,cosmonaut,1,shrilling,shrill,1,,,
knuts,knut,1,malarkey,malarkey,1,,,
mushing,mush,1,pageants,pageant,1,,,
spoochy,spoochy,1,piffle,piffle,1,,,
dahi,dahi,1,binkety,binkety,1,,,
suso,suso,1,aligator,aligator,1,,,
subji,subji,1,splishety,splishety,1,,,
sousou,sousou,1,sammie,sammie,1,,,
chuco,chuco,1,goggled,goggle,1,,,
juicer,juicer,1,growlersson,growlersson,1,,,
googors,googor,1,flippety,flippety,1,,,
dem,dem,1,chutes,chute,1,,,
bamboos,bamboos,1,strider,strider,1,,,
norah,norah,1,humbugs,humbug,1,,,
mcboingboi,mcboingboi,1,breeder,breeder,1,,,
drear,drear,1,aggravation,aggravation,1,,,
wthogs,wthog,1,stanford,stanford,1,,,
mcphillips,mcphillips,1,yellowstone,yellowstone,1,,,
twizzled,twizzle,1,unwinds,unwind,1,,,
tuy,tuy,1,byob,byob,1,,,
booged,booge,1,prce,prce,1,,,
chimpsel,chimpsel,1,outsourced,outsource,1,,,
walsing,walse,1,drolling,drolle,1,,,
bandy,bandy,1,absorbird,absorbird,1,,,
discontent,discontent,1,strummings,strumming,1,,,
oele,oele,1,drummings,drumming,1,,,
unseasonably,unseasonably,1,rollings,rollings,1,,,
vantage,vantage,1,forearcher,forearcher,1,,,
grandala,grandala,1,tiff,tiff,1,,,
envied,envy,1,silveralicious,silveralicious,1,,,
snee,snee,1,minitastic,minitastic,1,,,
cinched,cinch,1,fogliano,fogliano,1,,,
handwoven,handwoven,1,brainstorms,brainstorm,1,,,
spri,spri,1,reffing,reffe,1,,,
veya,veya,1,microwaves,microwave,1,,,
stakeout,stakeout,1,trusts,trust,1,,,
socal,socal,1,cowers,cower,1,,,
toatoa,toatoa,1,greats,great,1,,,
digggininess,digggininess,1,researches,research,1,,,
nestor,nestor,1,squatty,squatty,1,,,
noyce,noyce,1,repping,reppe,1,,,
pathed,pathe,1,scorpion,scorpion,1,,,
overzealous,overzealous,1,bazoo,bazoo,1,,,
interfering,interfere,1,aquariums,aquarium,1,,,
mistreat,mistreat,1,transporter,transporter,1,,,
shininess,shininess,1,beacons,beacon,1,,,
shewing,shew,1,sayers,sayers,1,,,
accusing,accuse,1,bakey,bakey,1,,,
pendan,pendan,1,heps,hep,1,,,
neverland,neverland,1,haws,haw,1,,,
lofty,lofty,1,anglosaurus,anglosaurus,1,,,
xin,xin,1,unpause,unpause,1,,,
lowlying,lowlying,1,collier,collier,1,,,
fulltime,fulltime,1,nuzzles,nuzzle,1,,,
gidd,gidd,1,inhibition,inhibition,1,,,
hotti,hotti,1,cowdery,cowdery,1,,,
bleeting,bleete,1,diplodaka,diplodaka,1,,,
raml,raml,1,veloster,veloster,1,,,
wimps,wimp,1,ansley,ansley,1,,,
bogen,bogen,1,excavating,excavate,1,,,
surefootedly,surefootedly,1,trumping,trumping,1,,,
hott,hott,1,kronosaurus,kronosaurus,1,,,
muttons,mutton,1,brontosauruses,brontosauruse,1,,,
thenu,thenu,1,ika,ika,1,,,
jerking,jerk,1,charmin,charmin,1,,,
mowgi,mowgi,1,brianna,brianna,1,,,
ricks,ricks,1,leffler,leffler,1,,,
admitty,admitty,1,bejeweled,bejeweled,1,,,
ramiley,ramiley,1,ubers,uber,1,,,
deil,deil,1,caravas,caravas,1,,,
underlings,underling,1,ist,ist,1,,,
div,div,1,richness,richness,1,,,
deville,deville,1,sueded,suede,1,,,
bloodridden,bloodridden,1,ochre,ochre,1,,,
witted,witted,1,pus,pus,1,,,
docile,docile,1,knave,knave,1,,,
wouldbe,wouldbe,1,remkowitz,remkowitz,1,,,
cartwheeled,cartwheel,1,partridges,partridge,1,,,
iwai,iwai,1,asus,asus,1,,,
jinks,jinks,1,carib,carib,1,,,
groat,groat,1,ocher,ocher,1,,,
diandy,diandy,1,kara,kara,1,,,
corella,corella,1,carabao,carabao,1,,,
coralled,coralle,1,picker,picker,1,,,
kella,kella,1,goony,goony,1,,,
bastard,bastard,1,tribute,tribute,1,,,
briggs,briggs,1,hydraulic,hydraulic,1,,,
overheated,overheated,1,radius,radius,1,,,
senson,senson,1,entertainers,entertainer,1,,,
chickaleta,chickaleta,1,crossw,crossw,1,,,
crayoned,crayon,1,mafy,mafy,1,,,
snatchers,snatcher,1,managing,manage,1,,,
goldish,goldish,1,ichi,ichi,1,,,
hulks,hulks,1,fortnite,fortnite,1,,,
sorenson,sorenson,1,prophecies,prophecy,1,,,
unroll,unroll,1,interpreter,interpreter,1,,,
barrington,barrington,1,ragy,ragy,1,,,
loxed,loxed,1,ironically,ironically,1,,,
membership,membership,1,ragd,ragd,1,,,
bearents,bearent,1,aggravated,aggravated,1,,,
jitsu,jitsu,1,fab,fab,1,,,
footstool,footstool,1,unzip,unzip,1,,,
cinnabon,cinnabon,1,roblox,roblox,1,,,
middlesiz,middlesiz,1,westfield,westfield,1,,,
prospectors,prospectors,1,dumber,dumber,1,,,
trembly,trembly,1,gouda,gouda,1,,,
marjgerie,marjgerie,1,bebop,bebop,1,,,
chrysanthemums,chrysanthemum,1,scatting,scat,1,,,
pupshaped,pupshape,1,gravelly,gravelly,1,,,
bedel,bedel,1,completing,complete,1,,,
malibodea,malibodea,1,aaaah,aaaah,1,,,
bedaya,bedaya,1,woburn,woburn,1,,,
perd,perd,1,blackstock,blackstock,1,,,
sympathetic,sympathetic,1,parentheses,parenthesis,1,,,
catastrophy,catastrophy,1,numeric,numeric,1,,,
dubal,dubal,1,alphanumeric,alphanumeric,1,,,
repelling,repel,1,erode,erode,1,,,
sniveling,snivel,1,widens,widen,1,,,
strainers,strainer,1,airhead,airhead,1,,,
chicketta,chicketta,1,chickie,chickie,1,,,
dinker,dinker,1,awestruck,awestruck,1,,,
huffpuff,huffpuff,1,houseful,houseful,1,,,
goalkeepers,goalkeeper,1,dooda,dooda,1,,,
referee,referee,1,ceviche,ceviche,1,,,
kegon,kegon,1,nother,nother,1,,,
cain,cain,1,pavlo,pavlo,1,,,
thea,thea,1,fifa,fifa,1,,,
oswaldo,oswaldo,1,staining,staining,1,,,
proclaiming,proclaim,1,windsor,windsor,1,,,
apostle,apostle,1,coachee,coachee,1,,,
relates,relate,1,ariens,arien,1,,,
marveloso,marveloso,1,boxstar,boxstar,1,,,
whoaaaaaa,whoaaaaaa,1,bpl,bpl,1,,,
soboba,soboba,1,liketh,liketh,1,,,
vova,vova,1,bernadina,bernadina,1,,,
reattached,reattache,1,numerical,numerical,1,,,
muddliest,muddliest,1,lagot,lagot,1,,,
zaba,zaba,1,actuator,actuator,1,,,
sabo,sabo,1,superstitions,superstition,1,,,
grouin,grouin,1,maraschino,maraschino,1,,,
tdle,tdle,1,miri,miri,1,,,
gims,gim,1,cubit,cubit,1,,,
twiddling,twiddle,1,gorsland,gorsland,1,,,
bypassing,bypass,1,mmn,mmn,1,,,
racking,rack,1,idolize,idolize,1,,,
driest,driest,1,barbie,barbie,1,,,
peppo,peppo,1,remcoix,remcoix,1,,,
mÃ­o,mÃ­o,1,jarzabek,jarzabek,1,,,
creo,creo,1,pinchers,pinchers,1,,,
ayyy,ayyy,1,gilchrist,gilchrist,1,,,
acumen,acuman,1,kittenville,kittenville,1,,,
golder,golder,1,verbal,verbal,1,,,
evolving,evolve,1,downloaded,download,1,,,
sawar,sawar,1,segment,segment,1,,,
sccilly,sccilly,1,frederickson,frederickson,1,,,
jogger,jogger,1,robertson,robertson,1,,,
chÃ o,chÃ o,1,schnitzell,schnitzell,1,,,
shiron,shiron,1,belch,belch,1,,,
patricof,patricof,1,winterford,winterford,1,,,
cataw,cataw,1,ggg,ggg,1,,,
cowing,cowing,1,limber,limber,1,,,
boxbot,boxbot,1,winford,winford,1,,,
pandypaw,pandypaw,1,spookishly,spookishly,1,,,
catine,catine,1,snitle,snitle,1,,,
cricut,cricut,1,prong,prong,1,,,
grrop,grrop,1,nabying,nabying,1,,,
kliff,kliff,1,ninjab,ninjab,1,,,
ointment,ointment,1,credentials,credential,1,,,
swamped,swamp,1,relationships,relationship,1,,,
madday,madday,1,ratat,ratat,1,,,
psychologists,psychologist,1,fogg,fogg,1,,,
astrellas,astrellas,1,oscars,oscars,1,,,
extrana,extrana,1,alvirus,alvirus,1,,,
australis,australis,1,blackbob,blackbob,1,,,
gromp,gromp,1,outout,outout,1,,,
clamshells,clamshell,1,droops,droop,1,,,
madhye,madhye,1,undercook,undercook,1,,,
soooo,soooo,1,kegs,keg,1,,,
borgo,borgo,1,barilla,barilla,1,,,
cycat,cycat,1,sars,sars,1,,,
apetit,apetit,1,influent,influent,1,,,
ahhaha,ahhaha,1,swabs,swab,1,,,
catrot,catrot,1,sunbaked,sunbaked,1,,,
catrap,catrap,1,quackerel,quackerel,1,,,
stripacular,stripacular,1,misunderstandings,misunderstanding,1,,,
dizziness,dizziness,1,pistols,pistol,1,,,
pandyat,pandyat,1,shooters,shooter,1,,,
cuuuute,cuuuute,1,horseeped,horseepe,1,,,
rific,rific,1,zinnia,zinnia,1,,,
catifying,catifye,1,mccartney,mccartney,1,,,
keyword,keyword,1,technicolor,technicolor,1,,,
accessorize,accessorize,1,biblote,biblote,1,,,
extranolas,extranolas,1,uphelier,uphelier,1,,,
allergists,allergist,1,helier,helier,1,,,
shiran,shiran,1,wheezers,wheezer,1,,,
mcmeyer,mcmeyer,1,portuguese,portuguese,1,,,
outsider,outsider,1,holi,holi,1,,,
refusals,refusal,1,cloon,cloon,1,,,
amply,amply,1,arouch,arouch,1,,,
foreseeable,foreseeable,1,smears,smear,1,,,
thumba,thumba,1,guatemala,guatemala,1,,,
wellmaybe,wellmaybe,1,samana,samana,1,,,
gible,gible,1,algeria,algeria,1,,,
falmouth,falmouth,1,alry,alry,1,,,
sodoma,sodoma,1,sculchy,sculchy,1,,,
delma,delma,1,cutlesses,cutlesse,1,,,
belma,belma,1,hornswagglers,hornswaggler,1,,,
battering,battering,1,delun,delun,1,,,
daytimes,daytime,1,squalled,squall,1,,,
alba,alba,1,hlly,hlly,1,,,
dissent,dissent,1,depedo,depedo,1,,,
thumbless,thumbless,1,cropped,crop,1,,,
herbalists,herbalist,1,dukes,duke,1,,,
freehold,freehold,1,bookend,bookend,1,,,
yaretzy,yaretzy,1,gepetto,gepetto,1,,,
nutritionists,nutritionist,1,snowtime,snowtime,1,,,
miralas,miralas,1,mangy,mangy,1,,,
psychics,psychic,1,ttic,ttic,1,,,
euretsy,euretsy,1,landmark,landmark,1,,,
rushnik,rushnik,1,swizzle,swizzle,1,,,
gochulox,gochulox,1,windchill,windchill,1,,,
weree,weree,1,alicious,alicious,1,,,
portales,portales,1,caregiver,caregiver,1,,,
goatsilox,goatsilox,1,japeto,japeto,1,,,
thereafter,thereafter,1,jepetto,jepetto,1,,,
goateelocks,goateelock,1,jaedo,jaedo,1,,,
felmy,felmy,1,maddiepal,maddiepal,1,,,
socer,socer,1,edgerson,edgerson,1,,,
trois,trois,1,frogified,frogifie,1,,,
kraft,kraft,1,fairington,fairington,1,,,
deux,deux,1,haries,harie,1,,,
ibis,ibis,1,ransacked,ransack,1,,,
sadella,sadella,1,pillaged,pillage,1,,,
xed,xe,1,inland,inland,1,,,
stiffled,stiffle,1,nastier,nasty,1,,,
dosy,dosy,1,burntbeard,burntbeard,1,,,
corant,corant,1,posi,posi,1,,,
souped,soup,1,btbeard,btbeard,1,,,
quetzel,quetzel,1,ohoy,ohoy,1,,,
strad,strad,1,miarties,miartie,1,,,
clawes,clawe,1,jida,jida,1,,,
zerus,zerus,1,laatina,laatina,1,,,
iolana,iolana,1,lorina,lorina,1,,,
lineage,lineage,1,swimmingly,swimmingly,1,,,
sleepies,sleepie,1,nene,nene,1,,,
mould,mould,1,birthlight,birthlight,1,,,
cabula,cabula,1,sermons,sermon,1,,,
zoned,zone,1,sermonator,sermonator,1,,,
satiate,satiate,1,sermon,sermon,1,,,
slimer,slimer,1,nervousl,nervousl,1,,,
engagement,engagement,1,squeamish,squeamish,1,,,
rde,rde,1,hobart,hobart,1,,,
ghoulsh,ghoulsh,1,powpow,powpow,1,,,
tombstone,tombstone,1,popout,popout,1,,,
staypuffed,staypuffed,1,gatekeeper,gatekeeper,1,,,
ghostbust,ghostbust,1,aussies,aussies,1,,,
gutted,gutte,1,marapos,marapos,1,,,
hallelu,hallelu,1,aos,aos,1,,,
unhung,unhung,1,nimi,nimi,1,,,
cringle,cringle,1,countenance,countenance,1,,,
ectopplasm,ectopplasm,1,coubertin,coubertin,1,,,
lumped,lump,1,rast,rast,1,,,
poinsetta,poinsetta,1,cuttin,cuttin,1,,,
quashed,quash,1,greenalt,greenalt,1,,,
parlors,parlor,1,emariah,emariah,1,,,
bedchambers,bedchamber,1,lanter,lanter,1,,,
digits,digit,1,unrip,unrip,1,,,
monsoons,monsoon,1,splendiferous,splendiferous,1,,,
flirting,flirt,1,tepoon,tepoon,1,,,
oala,oala,1,tepoons,tepoon,1,,,
gastropodder,gastropodder,1,tespoons,tespoon,1,,,
awwww,awwww,1,tesp,tesp,1,,,
gregarious,gregarious,1,airtight,airtight,1,,,
diya,diya,1,smiry,smiry,1,,,
moonless,moonless,1,croatam,croatam,1,,,
landra,landra,1,casino,casino,1,,,
powders,powder,1,husha,husha,1,,,
gallivants,gallivant,1,altoate,altoate,1,,,
stateswoman,stateswoman,1,icelandic,icelandic,1,,,
pokÃ©mon,pokÃ©mon,1,ipad,ipad,1,,,
iwill,iwill,1,pollyy,pollyy,1,,,
gallivanted,gallivant,1,quincy,quincy,1,,,
tipp,tipp,1,hassing,hassing,1,,,
welome,welome,1,flatting,flat,1,,,
xmus,xmus,1,julaf,julaf,1,,,
bule,bule,1,bukaf,bukaf,1,,,
vasha,vasha,1,perth,perth,1,,,
yapped,yap,1,jolola,jolola,1,,,
brutish,brutish,1,blotka,blotka,1,,,
bulog,bulog,1,tempt,tempt,1,,,
frann,frann,1,sashi,sashi,1,,,
gannon,gannon,1,stareyed,stareye,1,,,
bayou,bayou,1,masquerade,masquerade,1,,,
hailes,hail,1,downloading,downloading,1,,,
mge,mge,1,aft,aft,1,,,
supercat,supercat,1,pintos,pintos,1,,,
denis,denis,1,mcgru,mcgru,1,,,
tripe,tripe,1,dollops,dollop,1,,,
pitchy,pitchy,1,trolleys,trolley,1,,,
suni,suni,1,bulgy,bulgy,1,,,
kolova,kolova,1,crevat,crevat,1,,,
moda,moda,1,rizzes,rizze,1,,,
downcast,downcast,1,pickler,pickler,1,,,
pantstastic,pantstastic,1,eeyors,eeyor,1,,,
weeeeeee,weeeeeee,1,cookar,cookar,1,,,
dep,dep,1,moure,moure,1,,,
penfold,penfold,1,minties,mintie,1,,,
tapioca,tapioca,1,scon,scon,1,,,
quazars,quazar,1,brisbane,brisbane,1,,,
medalist,medalist,1,maros,maros,1,,,
contracting,contract,1,lotsy,lotsy,1,,,
marla,marla,1,bulag,bulag,1,,,
frazee,frazee,1,kakum,kakum,1,,,
graft,graft,1,uhu,uhu,1,,,
stairways,stairway,1,playdates,playdate,1,,,
paddies,paddy,1,dex,dex,1,,,
kia,kia,1,lif,lif,1,,,
zinging,zinge,1,youa,youa,1,,,
bleeps,bleep,1,extraterrestrials,extraterrestrial,1,,,
albaca,albaca,1,sullivan,sullivan,1,,,
puddington,puddington,1,opthor,opthor,1,,,
fuong,fuong,1,sprawl,sprawl,1,,,
moyo,moyo,1,trinity,trinity,1,,,
dorfer,dorfer,1,ningindle,ningindle,1,,,
armers,armer,1,basie,basie,1,,,
anetta,anetta,1,nazis,nazi,1,,,
cheerier,cheery,1,selwa,selwa,1,,,
divinely,divinely,1,athu,athu,1,,,
bleeped,bleep,1,assures,assure,1,,,
boarder,boarder,1,earbuds,earbud,1,,,
bather,bather,1,fivem,fivem,1,,,
puttingtons,puttington,1,hindi,hindi,1,,,
yeeeeeeeeeeees,yeeeeeeeeeeees,1,oohed,ooh,1,,,
putingtons,putington,1,houndani,houndani,1,,,
letterbox,letterbox,1,forebears,forebear,1,,,
kona,kona,1,eluding,elude,1,,,
albaka,albaka,1,hamdini,hamdini,1,,,
sinatra,sinatra,1,traptions,traption,1,,,
shortages,shortage,1,smarten,smarten,1,,,
gastropods,gastropod,1,debbi,debbi,1,,,
overthrown,overthrow,1,onesies,onesie,1,,,
unabashed,unabashed,1,oceanwide,oceanwide,1,,,
dorpio,dorpio,1,emporium,emporium,1,,,
thock,thock,1,octopie,octopie,1,,,
teehee,teehee,1,uploads,upload,1,,,
shambling,shambling,1,michiko,michiko,1,,,
dizziest,dizzy,1,ohu,ohu,1,,,
softening,soften,1,aeu,aeu,1,,,
sigrid,sigrid,1,alu,alu,1,,,
whist,whist,1,provinces,province,1,,,
levitation,levitation,1,nanawood,nanawood,1,,,
slates,slate,1,awed,awe,1,,,
motherships,mothership,1,labrador,labrador,1,,,
annexed,annex,1,manitoba,manitoba,1,,,
bellyaches,bellyache,1,province,province,1,,,
taiwanese,taiwanese,1,territories,territory,1,,,
headers,header,1,ainee,ainee,1,,,
bouncier,bouncy,1,oldu,oldu,1,,,
masterson,masterson,1,smorge,smorge,1,,,
thready,thready,1,kumquat,kumquat,1,,,
palmer,palmer,1,kumquata,kumquata,1,,,
permissible,permissible,1,nichi,nichi,1,,,
factors,factor,1,zerahustra,zerahustra,1,,,
beddy,beddy,1,elichi,elichi,1,,,
yodels,yodel,1,whisks,whisk,1,,,
goodwilly,goodwilly,1,seatbelt,seatbelt,1,,,
yado,yado,1,safara,safara,1,,,
paganelli,paganelli,1,arrivals,arrival,1,,,
elissa,elissa,1,muansa,muansa,1,,,
christellis,christellis,1,fula,fula,1,,,
shakner,shakner,1,rayed,ray,1,,,
poolool,poolool,1,umpteen,umpteen,1,,,
chibble,chibble,1,samba,samba,1,,,
shipment,shipment,1,buzzio,buzzio,1,,,
unperturbed,unperturbe,1,geographic,geographic,1,,,
azizy,azizy,1,jellious,jellious,1,,,
involvement,involvement,1,eliot,eliot,1,,,
huckleberries,huckleberry,1,stanbridge,stanbridge,1,,,
aorn,aorn,1,antidotes,antidote,1,,,
rina,rina,1,anchovy,anchovy,1,,,
katano,katano,1,christe,christe,1,,,
buenosa,buenosa,1,houndingville,houndingville,1,,,
ninjazzz,ninjazzz,1,cinch,cinch,1,,,
heiney,heiney,1,kapoot,kapoot,1,,,
caritoss,caritoss,1,misinformation,misinformation,1,,,
floofiest,floofi,1,enjoyment,enjoyment,1,,,
terminal,terminal,1,wildfire,wildfire,1,,,
kalitos,kalitos,1,attractive,attractive,1,,,
pira,pira,1,sohos,sohos,1,,,
buzzzzz,buzzzzz,1,jacksons,jacksons,1,,,
christmazzzz,christmazzzz,1,caverns,cavern,1,,,
restock,restock,1,entra,entra,1,,,
ninjazzzzzz,ninjazzzzzz,1,soccers,soccer,1,,,
elevation,elevation,1,develops,develop,1,,,
callum,callum,1,capful,capful,1,,,
hooooooooooo,hooooooooooo,1,tether,tether,1,,,
lalaaaa,lalaaaa,1,julien,julien,1,,,
falala,falala,1,muellers,muellers,1,,,
salesperson,salesperson,1,hogg,hogg,1,,,
surprizzzzze,surprizzzzze,1,farmland,farmland,1,,,
presentzzzz,presentzzzz,1,meling,meling,1,,,
prezent,prezent,1,dreppy,dreppy,1,,,
heheheheheh,heheheheheh,1,snor,snor,1,,,
ninjazzzzz,ninjazzzzz,1,homies,homie,1,,,
sissy,sissy,1,ishwish,ishwish,1,,,
francines,francines,1,ie,ie,1,,,
bzzzzzz,bzzzzzz,1,gac,gac,1,,,
lux,lux,1,woolf,woolf,1,,,
steeped,steep,1,tegen,tegen,1,,,
resulted,result,1,cupping,cupping,1,,,
llamaaaa,llamaaaa,1,skys,skys,1,,,
menaged,menaged,1,cozily,cozily,1,,,
shattucka,shattucka,1,snuggie,snuggie,1,,,
matisse,matisse,1,impaled,impale,1,,,
glutton,glutton,1,wumpus,wumpus,1,,,
impersonate,impersonate,1,pattered,patter,1,,,
fian,fian,1,livius,livius,1,,,
baaack,baaack,1,ians,ians,1,,,
bander,bander,1,handini,handini,1,,,
noc,noc,1,pimples,pimple,1,,,
dubious,dubious,1,blackwater,blackwater,1,,,
glenns,glenn,1,krause,krause,1,,,
fiveo,fiveo,1,snubs,snub,1,,,
vst,vst,1,guf,guf,1,,,
supplyed,supply,1,bedford,bedford,1,,,
coculin,coculin,1,thack,thack,1,,,
daylights,daylight,1,titan,titan,1,,,
senona,senona,1,willya,willya,1,,,
wonderment,wonderment,1,highpitched,highpitche,1,,,
moogly,moogly,1,feb,feb,1,,,
puggly,puggly,1,leay,leay,1,,,
bateman,bateman,1,ouder,ouder,1,,,
largely,largely,1,beamto,beamto,1,,,
thorough,thorough,1,shiri,shiri,1,,,
sowwy,sowwy,1,nup,nup,1,,,
adhi,adhi,1,beft,beft,1,,,
conked,conk,1,brrrr,brrrr,1,,,
canano,canano,1,fricase,fricase,1,,,
trice,trice,1,picadillo,picadillo,1,,,
tapestries,tapestry,1,advertising,advertising,1,,,
cobbled,cobble,1,shapee,shapee,1,,,
elmoro,elmoro,1,galoshes,galosh,1,,,
cavorting,cavort,1,vengan,vengan,1,,,
melomatic,melomatic,1,huele,huele,1,,,
flightlessness,flightlessness,1,favorito,favorito,1,,,
nanc,nanc,1,selectively,selectively,1,,,
subjected,subject,1,cocodrilo,cocodrilo,1,,,
distorted,distorted,1,beeding,beeding,1,,,
enhance,enhance,1,grandm,grandm,1,,,
shoom,shoom,1,solange,solange,1,,,
arisa,arisa,1,doilies,doily,1,,,
tution,tution,1,kinsay,kinsay,1,,,
dwing,dwing,1,pucker,pucker,1,,,
charnaie,charnaie,1,peeweee,peeweee,1,,,
payi,payi,1,burbs,burb,1,,,
hyphenated,hyphenate,1,fatso,fatso,1,,,
dethroned,dethrone,1,witchwoodle,witchwoodle,1,,,
slinging,sling,1,novak,novak,1,,,
goda,goda,1,bourbon,bourbon,1,,,
payos,payos,1,zooey,zooey,1,,,
roda,roda,1,evacuate,evacuate,1,,,
burgett,burgett,1,smellier,smelly,1,,,
whizzzt,whizzzt,1,ninh,ninh,1,,,
erasmus,erasmus,1,dunkin,dunkin,1,,,
patata,patata,1,sinkers,sinker,1,,,
conventional,conventional,1,nichol,nichol,1,,,
dianiela,dianiela,1,lowest,low,1,,,
midtown,midtown,1,productivity,productivity,1,,,
cottonwool,cottonwool,1,stampeded,stampede,1,,,
zhoop,zhoop,1,buetts,buett,1,,,
surety,surety,1,butet,butet,1,,,
